ï»¿DATA_REFERENCIA,LLOC_NAIXAMENT,NACIONALITAT,NIVELL_ESTUDI,POBLACIO
2016,VENEÇUELA                     ,ITÀLIA                        ,No aplicable per ser més petit,2
2015,ALGÈRIA                       ,ALGÈRIA                       ,Doctorat i Estudis de postgrau,1
2014,POLÒNIA                       ,ESPANYA                       ,"Batxiller Elemental, Graduat E",1
2017,"REPÚBLICA TXECA, LA           ","REPÚBLICA TXECA, LA           ","Llicenciat Universitari, Arqui",5
2013,CUBA                          ,VENEÇUELA                     ,"Batxiller Elemental, Graduat E",1
2011,"REPÚBLICA DOMINICANA, LA      ","REPÚBLICA DOMINICANA, LA      ",Ensenyament primari incomplert,186
2014,"MARROC, EL                    ",ESPANYA                       ,Altres titulacions mitjanes (A,7
2012,"PERÚ, EL                      ","PERÚ, EL                      ",Formació professional Primer G,13
2017,NICARAGUA                     ,ESPANYA                       ,Batxiller superior. BUP. Batxi,3
2016,"PERÚ, EL                      ","ESTATS UNITS D AMÈRICA, ELS   ",Desconegut                    ,2
2012,ESPANYA                       ,ITÀLIA                        ,No aplicable per ser més petit,46
2013,XILE                          ,XILE                          ,Desconegut                    ,23
2016,"SENEGAL, EL                   ",ESPANYA                       ,"Llicenciat Universitari, Arqui",5
2011,"GUINEA, LA                    ",ESPANYA                       ,Batxiller superior. BUP. Batxi,1
2016,SÍRIA                         ,SÍRIA                         ,Batxiller superior. BUP. Batxi,1
2011,FRANÇA                        ,ESPANYA                       ,Doctorat i Estudis de postgrau,5
2017,LÍBIA                         ,LÍBIA                         ,Batxiller superior. BUP. Batxi,1
2011,UCRAÏNA                       ,ESPANYA                       ,Desconegut                    ,1
2013,AUSTRÀLIA                     ,ESPANYA                       ,Batxiller superior. BUP. Batxi,1
2013,ALEMANYA                      ,ESPANYA                       ,Desconegut                    ,1
2013,MOLDÀVIA                      ,ESPANYA                       ,Batxiller superior. BUP. Batxi,1
2014,JORDÀNIA                      ,JORDÀNIA                      ,"Batxiller Elemental, Graduat E",2
2011,CROÀCIA                       ,ITÀLIA                        ,Desconegut                    ,1
2013,COLÒMBIA                      ,ESPANYA                       ,Diplomat en Escoles Università,39
2011,"ARGENTINA, L                  ",ESPANYA                       ,Formació professional de Segon,39
2014,"GUINEA, LA                    ","GUINEA, LA                    ",Ensenyament primari incomplert,5
2016,RÚSSIA                        ,RÚSSIA                        ,"Batxiller Elemental, Graduat E",42
2015,TURQUIA                       ,TURQUIA                       ,Ensenyament primari incomplert,2
2016,COREA DEL SUD                 ,COREA DEL SUD                 ,"Llicenciat Universitari, Arqui",3
2014,XILE                          ,ESPANYA                       ,Altres titulacions mitjanes (A,4
2011,"URUGUAI, L                    ",FRANÇA                        ,Diplomat en Escoles Università,1
2012,ALEMANYA                      ,ESPANYA                       ,Doctorat i Estudis de postgrau,2
2016,COLÒMBIA                      ,ITÀLIA                        ,"Llicenciat Universitari, Arqui",3
2016,COSTA RICA                    ,COSTA RICA                    ,"Llicenciat Universitari, Arqui",2
2014,ESPANYA                       ,PORTUGAL                      ,No sap llegir ni escriure     ,2
2012,RÚSSIA                        ,ESPANYA                       ,Altres titulacions mitjanes (A,1
2016,FRANÇA                        ,FRANÇA                        ,Formació professional Primer G,5
2011,CUBA                          ,ESPANYA                       ,Arquitecte o Enginyer Tècnic  ,6
2014,NIGÈRIA                       ,ESPANYA                       ,Ensenyament primari incomplert,1
2017,"ARÀBIA SAUDITA, L             ",EGIPTE                        ,"Llicenciat Universitari, Arqui",1
2013,"MARROC, EL                    ","MARROC, EL                    ",No aplicable per ser més petit,396
2015,ISRAEL                        ,"ESTATS UNITS D AMÈRICA, ELS   ","Batxiller Elemental, Graduat E",1
2017,"EQUADOR, L                    ","EQUADOR, L                    ",Formació professional Primer G,20
2013,ALEMANYA                      ,ESPANYA                       ,Altres titulacions mitjanes (A,2
2015,CUBA                          ,ITÀLIA                        ,Desconegut                    ,1
2015,SÍRIA                         ,AUSTRÀLIA                     ,"Batxiller Elemental, Graduat E",1
2016,"MARROC, EL                    ",ESPANYA                       ,Sense estudis                 ,245
2012,"URUGUAI, L                    ","URUGUAI, L                    ",Ensenyament primari incomplert,56
2016,"VIETNAM, EL                   ","VIETNAM, EL                   ",Altres titulacions mitjanes (A,1
2015,BÈLGICA                       ,BÈLGICA                       ,Batxiller superior. BUP. Batxi,4
2013,CUBA                          ,ESPANYA                       ,Sense estudis                 ,10
2012,"URUGUAI, L                    ",ITÀLIA                        ,Formació professional Primer G,5
2012,BÈLGICA                       ,ESPANYA                       ,"Llicenciat Universitari, Arqui",3
2017,ESPANYA                       ,GÀMBIA                        ,No aplicable per ser més petit,6
2015,SUÏSSA                        ,ESPANYA                       ,Diplomat en Escoles Università,7
2016,VENEÇUELA                     ,ESPANYA                       ,Batxiller superior. BUP. Batxi,51
2015,ALGÈRIA                       ,ALGÈRIA                       ,Formació professional de Segon,1
2013,"GUINEA EQUATORIAL, LA         ","GUINEA EQUATORIAL, LA         ","Llicenciat Universitari, Arqui",1
2013,NIGÈRIA                       ,NIGÈRIA                       ,Ensenyament primari incomplert,31
2016,"EQUADOR, L                    ",ESPANYA                       ,Formació professional de Segon,44
2011,NORUEGA                       ,NORUEGA                       ,Arquitecte o Enginyer Tècnic  ,1
2011,"PERÚ, EL                      ","PERÚ, EL                      ",Ensenyament primari incomplert,104
2013,NICARAGUA                     ,ESPANYA                       ,Doctorat i Estudis de postgrau,2
2014,COREA DEL SUD                 ,COREA DEL SUD                 ,No aplicable per ser més petit,2
2015,RÚSSIA                        ,RÚSSIA                        ,Doctorat i Estudis de postgrau,3
2012,SÈRBIA                        ,SÈRBIA                        ,"Llicenciat Universitari, Arqui",3
2017,PORTUGAL                      ,PORTUGAL                      ,Arquitecte o Enginyer Tècnic  ,3
2012,BOLÍVIA                       ,BOLÍVIA                       ,Altres titulacions mitjanes (A,16
2017,"CONGO, EL                     ",ESPANYA                       ,"Batxiller Elemental, Graduat E",1
2012,MOLDÀVIA                      ,MOLDÀVIA                      ,Ensenyament primari incomplert,5
2016,ROMANIA                       ,ESPANYA                       ,"Llicenciat Universitari, Arqui",5
2012,KUWAIT                        ,JORDÀNIA                      ,Batxiller superior. BUP. Batxi,1
2017,FRANÇA                        ,FRANÇA                        ,Titulats d estudis superiors n,1
2012,COLÒMBIA                      ,COLÒMBIA                      ,Arquitecte o Enginyer Tècnic  ,15
2016,"CANADÀ, EL                    ","CANADÀ, EL                    ","Batxiller Elemental, Graduat E",1
2012,"XINA, LA                      ","XINA, LA                      ","Llicenciat Universitari, Arqui",9
2016,VENEÇUELA                     ,PORTUGAL                      ,Batxiller superior. BUP. Batxi,5
2011,"EQUADOR, L                    ",VENEÇUELA                     ,Diplomat en Escoles Università,1
2017,COLÒMBIA                      ,COLÒMBIA                      ,Altres titulacions mitjanes (A,13
2015,EL SALVADOR                   ,EL SALVADOR                   ,"Llicenciat Universitari, Arqui",6
2016,LITUÀNIA                      ,LITUÀNIA                      ,Batxiller superior. BUP. Batxi,2
2011,"EQUADOR, L                    ","PAÏSOS BAIXOS, ELS            ",Ensenyament primari incomplert,1
2014,FRANÇA                        ,ESPANYA                       ,Titulats d estudis superiors n,1
2016,"PERÚ, EL                      ",ESPANYA                       ,Ensenyament primari incomplert,97
2014,BÈLGICA                       ,ESPANYA                       ,Batxiller superior. BUP. Batxi,5
2013,ANDORRA                       ,ESPANYA                       ,"Batxiller Elemental, Graduat E",14
2017,MÈXIC                         ,ESPANYA                       ,Formació professional de Segon,7
2015,"PARAGUAI, EL                  ",ITÀLIA                        ,"Batxiller Elemental, Graduat E",1
2012,"MARROC, EL                    ",ESPANYA                       ,Sense estudis                 ,140
2016,"ÍNDIA, L                      ","ÍNDIA, L                      ",Sense estudis                 ,7
2015,VENEÇUELA                     ,ITÀLIA                        ,Formació professional de Segon,3
2013,ALBÀNIA                       ,ALBÀNIA                       ,"Batxiller Elemental, Graduat E",13
2017,"PAKISTAN, EL                  ","REGNE UNIT, EL                ",Ensenyament primari incomplert,1
2014,"PAKISTAN, EL                  ","PAKISTAN, EL                  ",Formació professional de Segon,4
2014,"BRASIL, EL                    ",PORTUGAL                      ,Desconegut                    ,1
2017,"GUINEA EQUATORIAL, LA         ",ESPANYA                       ,"Batxiller Elemental, Graduat E",7
2011,"IRAQ, L                       ","IRAQ, L                       ","Batxiller Elemental, Graduat E",2
2015,AUSTRÀLIA                     ,"REGNE UNIT, EL                ","Llicenciat Universitari, Arqui",1
2017,"ARGENTINA, L                  ",ITÀLIA                        ,"Batxiller Elemental, Graduat E",38
2016,SÍRIA                         ,SÍRIA                         ,Desconegut                    ,1
2016,"ÍNDIA, L                      ",PORTUGAL                      ,"Batxiller Elemental, Graduat E",1
2014,"GUINEA EQUATORIAL, LA         ","GUINEA EQUATORIAL, LA         ",No aplicable per ser més petit,3
2017,"CAMERUN, EL                   ",ESPANYA                       ,Desconegut                    ,1
2015,ESPANYA                       ,"MARROC, EL                    ",Sense estudis                 ,14
2015,MÈXIC                         ,ESPANYA                       ,"Llicenciat Universitari, Arqui",21
2016,ESPANYA                       ,"PERÚ, EL                      ",Ensenyament primari incomplert,1
2015,"COSTA D IVORI, LA             ","COSTA D IVORI, LA             ","Batxiller Elemental, Graduat E",3
2017,"GUINEA BISSAU, LA             ","SENEGAL, EL                   ",Ensenyament primari incomplert,1
2012,"PARAGUAI, EL                  ","PARAGUAI, EL                  ",No aplicable per ser més petit,19
2012,VENEÇUELA                     ,PORTUGAL                      ,"Batxiller Elemental, Graduat E",1
2011,"FILIPINES, LES                ","FILIPINES, LES                ",Ensenyament primari incomplert,1
2013,VENEÇUELA                     ,ITÀLIA                        ,Altres titulacions mitjanes (A,1
2015,ISRAEL                        ,ESPANYA                       ,Doctorat i Estudis de postgrau,1
2016,"REPÚBLICA DOMINICANA, LA      ",ESPANYA                       ,Arquitecte o Enginyer Tècnic  ,1
2015,ROMANIA                       ,ROMANIA                       ,Batxiller superior. BUP. Batxi,145
